ID,State,District,Crop,Year,Season,Area,Production,Area_units,Fertilizer,Pesticide,Yield
0,Karnataka,BANGALORE RURAL,Arecanut,2015-16,Whole Year,1569.00,15379.00,Hectare,7024878.38,22882.34,9.80
1,Karnataka,BELGAUM,Arecanut,2015-16,Whole Year,4.00,39.00,Hectare,631643.29,2057.47,9.75
2,Karnataka,BENGALURU URBAN,Arecanut,2015-16,Whole Year,222.00,2176.00,Hectare,75755.32,246.76,9.80
3,Karnataka,CHAMARAJANAGAR,Arecanut,2015-16,Whole Year,301.00,2950.00,Hectare,1870661.52,6093.36,9.80
4,Karnataka,CHIKBALLAPUR,Arecanut,2015-16,Whole Year,182.00,1784.00,Hectare,165500.63,539.09,9.80
5,Karnataka,CHIKMAGALUR,Arecanut,2015-16,Whole Year,29322.00,152691.00,Hectare,1293074.79,4211.97,5.21
6,Karnataka,CHITRADURGA,Arecanut,2015-16,Whole Year,17506.00,179375.00,Hectare,283511.43,923.49,10.25
7,Karnataka,DAKSHIN KANNAD,Arecanut,2015-16,Whole Year,35409.00,370005.00,Hectare,8995468.40,29301.20,10.45
8,Karnataka,DAVANGERE,Arecanut,2015-16,Whole Year,35045.00,308955.00,Hectare,961026.66,3130.38,8.82
9,Karnataka,DHARWAD,Arecanut,2015-16,Whole Year,18.00,176.00,Hectare,1828786.72,5956.96,9.78
10,Karnataka,GADAG,Arecanut,2015-16,Whole Year,2.00,20.00,Hectare,562930.55,1833.65,10.00
11,Karnataka,HASSAN,Arecanut,2015-16,Whole Year,3650.00,35777.00,Hectare,943515.38,3073.34,9.80
12,Karnataka,HAVERI,Arecanut,2015-16,Whole Year,2414.00,23662.00,Hectare,745371.44,2427.92,9.80
13,Karnataka,KODAGU,Arecanut,2015-16,Whole Year,4584.00,44932.00,Hectare,10306625.49,33572.07,9.80
14,Karnataka,MANDYA,Arecanut,2015-16,Whole Year,873.00,8557.00,Hectare,7162399.03,23330.29,9.80
15,Karnataka,MYSORE,Arecanut,2015-16,Whole Year,1485.00,14556.00,Hectare,26580219.64,86580.52,9.80
16,Karnataka,RAMANAGARA,Arecanut,2015-16,Whole Year,1736.00,17016.00,Hectare,57802260.86,188280.98,9.80
17,Karnataka,SHIMOGA,Arecanut,2015-16,Whole Year,52550.00,505418.00,Hectare,16652275.58,54241.94,9.62
18,Karnataka,TUMKUR,Arecanut,2015-16,Whole Year,34719.00,351452.00,Hectare,165911859.60,540429.51,10.12
19,Karnataka,UDUPI,Arecanut,2015-16,Whole Year,7905.00,151863.00,Hectare,1500355.05,4887.15,19.21
20,Karnataka,UTTAR KANNAD,Arecanut,2015-16,Whole Year,18431.00,243411.00,Hectare,998333.30,3251.90,13.21
21,Karnataka,BANGALORE RURAL,Arecanut,2016-17,Whole Year,2322.00,23588.00,Hectare,14741982.22,35745.36,10.16
22,Karnataka,BELGAUM,Arecanut,2016-17,Whole Year,3.00,30.00,Hectare,11580.66,28.08,10.00
23,Karnataka,BELLARY,Arecanut,2016-17,Whole Year,11.00,112.00,Hectare,3288115.60,7972.80,10.18
24,Karnataka,BENGALURU URBAN,Arecanut,2016-17,Whole Year,264.00,2682.00,Hectare,1703841.72,4131.36,10.16
25,Karnataka,CHAMARAJANAGAR,Arecanut,2016-17,Whole Year,347.00,3525.00,Hectare,6916326.48,16770.24,10.16
26,Karnataka,CHIKBALLAPUR,Arecanut,2016-17,Whole Year,108.00,1097.00,Hectare,50433675.32,122288.16,10.16
27,Karnataka,CHIKMAGALUR,Arecanut,2016-17,Whole Year,29045.00,166201.00,Hectare,10790700.62,26164.56,5.72
28,Karnataka,CHITRADURGA,Arecanut,2016-17,Whole Year,17663.00,160962.00,Hectare,142925734.30,346556.64,9.11
29,Karnataka,DAKSHIN KANNAD,Arecanut,2016-17,Whole Year,36725.00,450109.00,Hectare,53998143.08,130931.04,12.26
30,Karnataka,DAVANGERE,Arecanut,2016-17,Whole Year,35796.00,406297.00,Hectare,401858.80,974.40,11.35
31,Karnataka,DHARWAD,Arecanut,2016-17,Whole Year,29.00,295.00,Hectare,2720465.30,6596.40,10.17
32,Karnataka,GADAG,Arecanut,2016-17,Whole Year,2.00,20.00,Hectare,11938175.76,28946.88,10.00
33,Karnataka,HASSAN,Arecanut,2016-17,Whole Year,3436.00,34904.00,Hectare,649803.70,1575.60,10.16
34,Karnataka,HAVERI,Arecanut,2016-17,Whole Year,2848.00,28931.00,Hectare,5407178.42,13110.96,10.16
35,Karnataka,KODAGU,Arecanut,2016-17,Whole Year,4588.00,46607.00,Hectare,46124.68,111.84,10.16
36,Karnataka,MANDYA,Arecanut,2016-17,Whole Year,565.00,5739.00,Hectare,24085892.18,58401.84,10.16
37,Karnataka,MYSORE,Arecanut,2016-17,Whole Year,1567.00,15918.00,Hectare,3740949.10,9070.80,10.16
38,Karnataka,RAMANAGARA,Arecanut,2016-17,Whole Year,1878.00,19077.00,Hectare,9704989.00,23532.00,10.16
39,Karnataka,SHIMOGA,Arecanut,2016-17,Whole Year,55256.00,629637.00,Hectare,1128075.06,2735.28,11.39
40,Karnataka,TUMKUR,Arecanut,2016-17,Whole Year,35680.00,262981.00,Hectare,5533575.88,13417.44,7.37
41,Karnataka,UDUPI,Arecanut,2016-17,Whole Year,7980.00,81570.00,Hectare,8549496.48,20730.24,10.22
42,Karnataka,UTTAR KANNAD,Arecanut,2016-17,Whole Year,18527.00,246513.00,Hectare,63149.24,153.12,13.31
43,Karnataka,BANGALORE RURAL,Arecanut,2017-18,Whole Year,1911.00,20726.00,Hectare,52682203.98,127740.24,10.85
44,Karnataka,BELLARY,Arecanut,2017-18,Whole Year,14.00,152.00,Hectare,1058492.12,2566.56,10.86
45,Karnataka,BENGALURU URBAN,Arecanut,2017-18,Whole Year,297.00,3221.00,Hectare,37212223.86,90229.68,10.85
46,Karnataka,CHAMARAJANAGAR,Arecanut,2017-18,Whole Year,351.00,3807.00,Hectare,392950.60,952.80,10.85
47,Karnataka,CHIKBALLAPUR,Arecanut,2017-18,Whole Year,110.00,1193.00,Hectare,67086565.42,162666.96,10.85
48,Karnataka,CHIKMAGALUR,Arecanut,2017-18,Whole Year,29298.00,198104.00,Hectare,16302302.94,39528.72,6.76
49,Karnataka,CHITRADURGA,Arecanut,2017-18,Whole Year,24244.00,260057.00,Hectare,693552.86,1681.68,10.73
50,Karnataka,DAKSHIN KANNAD,Arecanut,2017-18,Whole Year,39396.00,425512.00,Hectare,6354417.02,15407.76,10.80
51,Karnataka,DAVANGERE,Arecanut,2017-18,Whole Year,44723.00,649526.00,Hectare,26169520.16,63454.08,14.52
52,Karnataka,DHARWAD,Arecanut,2017-18,Whole Year,32.00,347.00,Hectare,10018854.58,24293.04,10.84
53,Karnataka,GADAG,Arecanut,2017-18,Whole Year,3.00,33.00,Hectare,5253462.48,12738.24,11.00
54,Karnataka,HASSAN,Arecanut,2017-18,Whole Year,3553.00,38534.00,Hectare,598631.04,1451.52,10.85
55,Karnataka,HAVERI,Arecanut,2017-18,Whole Year,4053.00,43957.00,Hectare,7423302.04,17999.52,10.85
56,Karnataka,KODAGU,Arecanut,2017-18,Whole Year,4513.00,48946.00,Hectare,5787459.58,14033.04,10.85
57,Karnataka,MANDYA,Arecanut,2017-18,Whole Year,370.00,4013.00,Hectare,35658930.72,86463.36,10.85
58,Karnataka,MYSORE,Arecanut,2017-18,Whole Year,1616.00,17526.00,Hectare,354348.40,859.20,10.85
59,Karnataka,RAMANAGARA,Arecanut,2017-18,Whole Year,1878.00,20368.00,Hectare,535481.80,1298.40,10.85
60,Karnataka,SHIMOGA,Arecanut,2017-18,Whole Year,58855.00,645592.00,Hectare,22962766.12,55678.56,10.97
61,Karnataka,TUMKUR,Arecanut,2017-18,Whole Year,37211.00,309631.00,Hectare,21423231.20,51945.60,8.32
62,Karnataka,UDUPI,Arecanut,2017-18,Whole Year,8106.00,114476.00,Hectare,88933332.04,215639.52,14.12
63,Karnataka,UTTAR KANNAD,Arecanut,2017-18,Whole Year,18925.00,225204.00,Hectare,842913.68,2043.84,11.90
64,Karnataka,BANGALORE RURAL,Arecanut,2018-19,Whole Year,2924.00,26108.00,Hectare,31508105.44,76398.72,8.93
65,Karnataka,BELGAUM,Arecanut,2018-19,Whole Year,12.00,107.00,Hectare,29694.00,72.00,8.92
66,Karnataka,BELLARY,Arecanut,2018-19,Whole Year,1558.00,13911.00,Hectare,1928130.40,4675.20,8.93
67,Karnataka,BENGALURU URBAN,Arecanut,2018-19,Whole Year,401.00,3580.00,Hectare,771747.06,1871.28,8.93
68,Karnataka,BIJAPUR,Arecanut,2018-19,Whole Year,3.00,27.00,Hectare,31344392.52,76001.76,9.00
69,Karnataka,CHAMARAJANAGAR,Arecanut,2018-19,Whole Year,703.00,6277.00,Hectare,819653.38,1987.44,8.93
70,Karnataka,CHIKBALLAPUR,Arecanut,2018-19,Whole Year,422.00,3768.00,Hectare,13804146.72,33471.36,8.93
71,Karnataka,CHIKMAGALUR,Arecanut,2018-19,Whole Year,60660.00,335699.00,Hectare,24466272.32,59324.16,5.53
72,Karnataka,CHITRADURGA,Arecanut,2018-19,Whole Year,34385.00,379729.00,Hectare,1277732.82,3098.16,11.04
73,Karnataka,DAKSHIN KANNAD,Arecanut,2018-19,Whole Year,84157.00,700266.00,Hectare,834203.44,2022.72,8.32
74,Karnataka,DAVANGERE,Arecanut,2018-19,Whole Year,62501.00,582253.00,Hectare,829452.40,2011.20,9.32
75,Karnataka,DHARWAD,Arecanut,2018-19,Whole Year,101.00,902.00,Hectare,2455000.94,5952.72,8.93
76,Karnataka,GADAG,Arecanut,2018-19,Whole Year,9.00,80.00,Hectare,91698041.40,222343.20,8.89
77,Karnataka,GULBARGA,Arecanut,2018-19,Whole Year,1.00,9.00,Hectare,6460523.58,15665.04,9.00
78,Karnataka,HASSAN,Arecanut,2018-19,Whole Year,7624.00,68073.00,Hectare,93464042.56,226625.28,8.93
79,Karnataka,HAVERI,Arecanut,2018-19,Whole Year,6409.00,57225.00,Hectare,9763684.14,23674.32,8.93
80,Karnataka,KODAGU,Arecanut,2018-19,Whole Year,7714.00,68877.00,Hectare,6744992.10,16354.80,8.93
81,Karnataka,KOLAR,Arecanut,2018-19,Whole Year,5.00,45.00,Hectare,9294617.92,22536.96,9.00
82,Karnataka,MANDYA,Arecanut,2018-19,Whole Year,1842.00,16447.00,Hectare,72988445.88,176977.44,8.93
83,Karnataka,MYSORE,Arecanut,2018-19,Whole Year,3130.00,27947.00,Hectare,104720.84,253.92,8.93
84,Karnataka,RAMANAGARA,Arecanut,2018-19,Whole Year,1811.00,16170.00,Hectare,12791878.26,31016.88,8.93
85,Karnataka,SHIMOGA,Arecanut,2018-19,Whole Year,92241.00,846523.00,Hectare,10145845.92,24600.96,9.18
86,Karnataka,TUMKUR,Arecanut,2018-19,Whole Year,55148.00,501469.00,Hectare,4091041.36,9919.68,9.09
87,Karnataka,UDUPI,Arecanut,2018-19,Whole Year,21628.00,161551.00,Hectare,291892.02,707.76,7.47
88,Karnataka,UTTAR KANNAD,Arecanut,2018-19,Whole Year,30989.00,436410.00,Hectare,265959.26,644.88,14.08
89,Karnataka,BAGALKOT,Arecanut,2019-20,Whole Year,4.00,43.00,Hectare,648967.68,1566.36,10.75
90,Karnataka,BANGALORE RURAL,Arecanut,2019-20,Whole Year,2780.00,30046.00,Hectare,116977.92,282.34,10.81
91,Karnataka,BELGAUM,Arecanut,2019-20,Whole Year,9.00,97.00,Hectare,699663.36,1688.72,10.78
92,Karnataka,BELLARY,Arecanut,2019-20,Whole Year,1263.00,13650.00,Hectare,18573669.12,44829.74,10.81
93,Karnataka,BENGALURU URBAN,Arecanut,2019-20,Whole Year,651.00,7036.00,Hectare,3443212.80,8310.60,10.81
94,Karnataka,BIJAPUR,Arecanut,2019-20,Whole Year,3.00,32.00,Hectare,889693.44,2147.38,10.67
95,Karnataka,CHAMARAJANAGAR,Arecanut,2019-20,Whole Year,793.00,8571.00,Hectare,1634699.52,3945.54,10.81
96,Karnataka,CHIKBALLAPUR,Arecanut,2019-20,Whole Year,413.00,4464.00,Hectare,9419005.44,22733.88,10.81
97,Karnataka,CHIKMAGALUR,Arecanut,2019-20,Whole Year,63587.00,650915.00,Hectare,3655599.36,8823.22,10.24
98,Karnataka,CHITRADURGA,Arecanut,2019-20,Whole Year,35058.00,364775.00,Hectare,874894.08,2111.66,10.40
99,Karnataka,DAKSHIN KANNAD,Arecanut,2019-20,Whole Year,93151.00,1253263.00,Hectare,268435.20,647.90,13.45
100,Karnataka,DAVANGERE,Arecanut,2019-20,Whole Year,64850.00,539293.00,Hectare,114559956.50,276503.96,8.32
101,Karnataka,DHARWAD,Arecanut,2019-20,Whole Year,110.00,1189.00,Hectare,6658295.04,16070.58,10.81
102,Karnataka,GADAG,Arecanut,2019-20,Whole Year,17.00,184.00,Hectare,1244090.88,3002.76,10.82
103,Karnataka,HASSAN,Arecanut,2019-20,Whole Year,8579.00,92720.00,Hectare,368409.60,889.20,10.81
104,Karnataka,HAVERI,Arecanut,2019-20,Whole Year,7158.00,77362.00,Hectare,116119399.70,280267.86,10.81
105,Karnataka,KODAGU,Arecanut,2019-20,Whole Year,12437.00,134417.00,Hectare,4823016.96,11640.92,10.81
106,Karnataka,KOLAR,Arecanut,2019-20,Whole Year,8.00,86.00,Hectare,35383695.36,85402.72,10.75
107,Karnataka,MANDYA,Arecanut,2019-20,Whole Year,1878.00,20297.00,Hectare,5305885.44,12806.38,10.81
108,Karnataka,MYSORE,Arecanut,2019-20,Whole Year,3205.00,34639.00,Hectare,54789.12,132.24,10.81
109,Karnataka,RAMANAGARA,Arecanut,2019-20,Whole Year,2907.00,31418.00,Hectare,5606753.28,13532.56,10.81
110,Karnataka,SHIMOGA,Arecanut,2019-20,Whole Year,93584.00,921386.00,Hectare,5425854.72,13095.94,9.85
111,Karnataka,TUMKUR,Arecanut,2019-20,Whole Year,55710.00,602104.00,Hectare,43537827.84,105083.68,10.81
112,Karnataka,UDUPI,Arecanut,2019-20,Whole Year,21818.00,183922.00,Hectare,62976000.00,152000.00,8.43
113,Karnataka,UTTAR KANNAD,Arecanut,2019-20,Whole Year,30549.00,437472.00,Hectare,17536926.72,42327.44,14.32
114,Karnataka,BAGALKOT,Arhar/Tur,2015-16,Kharif,4547.00,1261.00,Hectare,2980534.06,9708.58,0.28
115,Karnataka,BANGALORE RURAL,Arhar/Tur,2015-16,Kharif,1416.00,527.00,Hectare,892694.60,2907.80,0.37
116,Karnataka,BELGAUM,Arhar/Tur,2015-16,Kharif,5075.00,1143.00,Hectare,234594.05,764.15,0.23
117,Karnataka,BELLARY,Arhar/Tur,2015-16,Kharif,2931.00,1041.00,Hectare,41208.61,134.23,0.36
118,Karnataka,BENGALURU URBAN,Arhar/Tur,2015-16,Kharif,463.00,170.00,Hectare,958457.07,3122.01,0.37
119,Karnataka,BIDAR,Arhar/Tur,2015-16,Kharif,67453.00,29797.00,Hectare,8060708.66,26256.38,0.44
120,Karnataka,BIJAPUR,Arhar/Tur,2015-16,Kharif,135696.00,39576.00,Hectare,8860327.00,28861.00,0.29
121,Karnataka,CHAMARAJANAGAR,Arhar/Tur,2015-16,Kharif,542.00,141.00,Hectare,40143657.70,130761.10,0.26
122,Karnataka,CHIKBALLAPUR,Arhar/Tur,2015-16,Kharif,7682.00,3780.00,Hectare,28660350.33,93356.19,0.49
123,Karnataka,CHIKMAGALUR,Arhar/Tur,2015-16,Kharif,754.00,277.00,Hectare,78039.40,254.20,0.37
124,Karnataka,CHITRADURGA,Arhar/Tur,2015-16,Kharif,9587.00,9581.00,Hectare,364025.25,1185.75,1.00
125,Karnataka,DAVANGERE,Arhar/Tur,2015-16,Kharif,8373.00,5361.00,Hectare,2020459.10,6581.30,0.64
126,Karnataka,DHARWAD,Arhar/Tur,2015-16,Kharif,1002.00,267.00,Hectare,1648058.89,5368.27,0.27
127,Karnataka,GADAG,Arhar/Tur,2015-16,Kharif,1651.00,289.00,Hectare,17756723.43,57839.49,0.18
128,Karnataka,GULBARGA,Arhar/Tur,2015-16,Kharif,261076.00,94993.00,Hectare,434451.05,1415.15,0.36
129,Karnataka,HASSAN,Arhar/Tur,2015-16,Kharif,1915.00,990.00,Hectare,481655.37,1568.91,0.52
130,Karnataka,HAVERI,Arhar/Tur,2015-16,Kharif,1739.00,831.00,Hectare,344420.23,1121.89,0.48
131,Karnataka,KOLAR,Arhar/Tur,2015-16,Kharif,2637.00,1816.00,Hectare,80672373.22,262776.46,0.69
132,Karnataka,KOPPAL,Arhar/Tur,2015-16,Kharif,11637.00,3969.00,Hectare,18312230.72,59648.96,0.34
133,Karnataka,MANDYA,Arhar/Tur,2015-16,Kharif,1245.00,457.00,Hectare,17023248.24,55450.32,0.37
134,Karnataka,MYSORE,Arhar/Tur,2015-16,Kharif,2774.00,1181.00,Hectare,15529174.41,50583.63,0.43
135,Karnataka,RAICHUR,Arhar/Tur,2015-16,Kharif,33623.00,14246.00,Hectare,37086797.30,120803.90,0.42
136,Karnataka,RAMANAGARA,Arhar/Tur,2015-16,Kharif,3557.00,2774.00,Hectare,142866539.20,465363.32,0.78
137,Karnataka,SHIMOGA,Arhar/Tur,2015-16,Kharif,296.00,109.00,Hectare,584058.29,1902.47,0.37
138,Karnataka,TUMKUR,Arhar/Tur,2015-16,Kharif,9824.00,3378.00,Hectare,47851190.49,155867.07,0.34
139,Karnataka,UTTAR KANNAD,Arhar/Tur,2015-16,Kharif,13.00,5.00,Hectare,4648483.48,15141.64,0.38
140,Karnataka,YADGIR,Arhar/Tur,2015-16,Kharif,79846.00,23666.00,Hectare,926004.10,3016.30,0.30
141,Karnataka,BAGALKOT,Arhar/Tur,2016-17,Kharif,37261.00,29239.00,Hectare,210728.42,510.96,0.78
142,Karnataka,BANGALORE RURAL,Arhar/Tur,2016-17,Kharif,1274.00,2301.00,Hectare,3680670.28,8924.64,1.81
143,Karnataka,BELGAUM,Arhar/Tur,2016-17,Kharif,9895.00,7295.00,Hectare,122042.34,295.92,0.74
144,Karnataka,BELLARY,Arhar/Tur,2016-17,Kharif,11946.00,7036.00,Hectare,9333517.06,22631.28,0.59
145,Karnataka,BENGALURU URBAN,Arhar/Tur,2016-17,Kharif,821.00,820.00,Hectare,1107487.22,2685.36,1.00
146,Karnataka,BIDAR,Arhar/Tur,2016-17,Kharif,81611.00,101487.00,Hectare,663957.84,1609.92,1.24
147,Karnataka,BIJAPUR,Arhar/Tur,2016-17,Kharif,388932.00,330320.00,Hectare,178856.86,433.68,0.85
148,Karnataka,CHAMARAJANAGAR,Arhar/Tur,2016-17,Kharif,821.00,68.00,Hectare,400176.14,970.32,0.08
149,Karnataka,CHIKBALLAPUR,Arhar/Tur,2016-17,Kharif,13168.00,4979.00,Hectare,207858.00,504.00,0.38
150,Karnataka,CHIKMAGALUR,Arhar/Tur,2016-17,Kharif,782.00,781.00,Hectare,10860184.58,26333.04,1.00
151,Karnataka,CHITRADURGA,Arhar/Tur,2016-17,Kharif,23759.00,6568.00,Hectare,97396.32,236.16,0.28
152,Karnataka,DAVANGERE,Arhar/Tur,2016-17,Kharif,12611.00,7727.00,Hectare,71562.54,173.52,0.61
153,Karnataka,DHARWAD,Arhar/Tur,2016-17,Kharif,1551.00,805.00,Hectare,6334.72,15.36,0.52
154,Karnataka,GADAG,Arhar/Tur,2016-17,Kharif,3482.00,1684.00,Hectare,1187.76,2.88,0.48
155,Karnataka,GULBARGA,Arhar/Tur,2016-17,Kharif,388914.00,541641.00,Hectare,197.96,0.48,1.39
156,Karnataka,HASSAN,Arhar/Tur,2016-17,Kharif,1770.00,925.00,Hectare,18509.26,44.88,0.52
157,Karnataka,HAVERI,Arhar/Tur,2016-17,Kharif,3332.00,2146.00,Hectare,13956.18,33.84,0.64
158,Karnataka,KOLAR,Arhar/Tur,2016-17,Kharif,3540.00,972.00,Hectare,171532.34,415.92,0.27
159,Karnataka,KOPPAL,Arhar/Tur,2016-17,Kharif,25501.00,12428.00,Hectare,516576.62,1252.56,0.49
160,Karnataka,MANDYA,Arhar/Tur,2016-17,Kharif,888.00,302.00,Hectare,7036290.24,17061.12,0.34
161,Karnataka,MYSORE,Arhar/Tur,2016-17,Kharif,2903.00,1081.00,Hectare,10171481.74,24663.12,0.37
162,Karnataka,RAICHUR,Arhar/Tur,2016-17,Kharif,89220.00,70265.00,Hectare,2743923.56,6653.28,0.79
163,Karnataka,RAMANAGARA,Arhar/Tur,2016-17,Kharif,3275.00,1055.00,Hectare,58893.10,142.80,0.32
164,Karnataka,SHIMOGA,Arhar/Tur,2016-17,Kharif,453.00,452.00,Hectare,58566070.08,142007.04,1.00
165,Karnataka,TUMKUR,Arhar/Tur,2016-17,Kharif,14142.00,3009.00,Hectare,15852537.82,38438.16,0.21
166,Karnataka,UTTAR KANNAD,Arhar/Tur,2016-17,Kharif,13.00,13.00,Hectare,10471292.16,25390.08,1.00
167,Karnataka,YADGIR,Arhar/Tur,2016-17,Kharif,91971.00,76888.00,Hectare,37216.48,90.24,0.84
168,Karnataka,BAGALKOT,Arhar/Tur,2017-18,Kharif,23003.00,15974.00,Hectare,148865.92,360.96,0.69
169,Karnataka,BANGALORE RURAL,Arhar/Tur,2017-18,Kharif,1347.00,1144.00,Hectare,14588068.32,35372.16,0.85
170,Karnataka,BELGAUM,Arhar/Tur,2017-18,Kharif,6278.00,4276.00,Hectare,349894.30,848.40,0.68
171,Karnataka,BELLARY,Arhar/Tur,2017-18,Kharif,9363.00,7694.00,Hectare,7522.48,18.24,0.82
172,Karnataka,BENGALURU URBAN,Arhar/Tur,2017-18,Kharif,600.00,569.00,Hectare,80371.76,194.88,0.95
173,Karnataka,BIDAR,Arhar/Tur,2017-18,Kharif,78680.00,129909.00,Hectare,2474.50,6.00,1.65
174,Karnataka,BIJAPUR,Arhar/Tur,2017-18,Kharif,262563.00,159638.00,Hectare,889038.36,2155.68,0.61
175,Karnataka,CHAMARAJANAGAR,Arhar/Tur,2017-18,Kharif,786.00,755.00,Hectare,1672762.00,4056.00,0.96
176,Karnataka,CHIKBALLAPUR,Arhar/Tur,2017-18,Kharif,10720.00,11172.00,Hectare,1785104.30,4328.40,1.04
177,Karnataka,CHIKMAGALUR,Arhar/Tur,2017-18,Kharif,509.00,483.00,Hectare,160050.66,388.08,0.95
178,Karnataka,CHITRADURGA,Arhar/Tur,2017-18,Kharif,13338.00,10099.00,Hectare,8215.34,19.92,0.76
179,Karnataka,DAVANGERE,Arhar/Tur,2017-18,Kharif,8143.00,8440.00,Hectare,154507.78,374.64,1.04
180,Karnataka,DHARWAD,Arhar/Tur,2017-18,Kharif,881.00,375.00,Hectare,19499.06,47.28,0.43
181,Karnataka,GADAG,Arhar/Tur,2017-18,Kharif,3373.00,2150.00,Hectare,21478.66,52.08,0.64
182,Karnataka,GULBARGA,Arhar/Tur,2017-18,Kharif,328808.00,377652.00,Hectare,44837.94,108.72,1.15
183,Karnataka,HASSAN,Arhar/Tur,2017-18,Kharif,1622.00,1273.00,Hectare,128575.02,311.76,0.78
184,Karnataka,HAVERI,Arhar/Tur,2017-18,Kharif,1221.00,1231.00,Hectare,11976.58,29.04,1.01
185,Karnataka,KOLAR,Arhar/Tur,2017-18,Kharif,2297.00,2653.00,Hectare,56121.66,136.08,1.15
186,Karnataka,KOPPAL,Arhar/Tur,2017-18,Kharif,17255.00,9819.00,Hectare,4445587.72,10779.36,0.57
187,Karnataka,MANDYA,Arhar/Tur,2017-18,Kharif,1048.00,676.00,Hectare,413637.42,1002.96,0.65
188,Karnataka,MYSORE,Arhar/Tur,2017-18,Kharif,2022.00,1510.00,Hectare,863105.60,2092.80,0.75
189,Karnataka,RAICHUR,Arhar/Tur,2017-18,Kharif,38188.00,27100.00,Hectare,9677967.46,23466.48,0.71
190,Karnataka,RAMANAGARA,Arhar/Tur,2017-18,Kharif,3377.00,2416.00,Hectare,39097.10,94.80,0.72
191,Karnataka,SHIMOGA,Arhar/Tur,2017-18,Kharif,491.00,466.00,Hectare,6739746.16,16342.08,0.95
192,Karnataka,TUMKUR,Arhar/Tur,2017-18,Kharif,10963.00,2874.00,Hectare,12440796.20,30165.60,0.26
193,Karnataka,UTTAR KANNAD,Arhar/Tur,2017-18,Kharif,2.00,2.00,Hectare,429672.18,1041.84,1.00
194,Karnataka,YADGIR,Arhar/Tur,2017-18,Kharif,58035.00,59213.00,Hectare,138240516.00,335196.24,1.02
195,Karnataka,BAGALKOT,Arhar/Tur,2018-19,Kharif,42565.00,19329.00,Hectare,10172174.60,24664.80,0.45
196,Karnataka,BANGALORE RURAL,Arhar/Tur,2018-19,Kharif,815.00,782.00,Hectare,119171.92,288.96,0.96
197,Karnataka,BELGAUM,Arhar/Tur,2018-19,Kharif,14881.00,7719.00,Hectare,99177.96,240.48,0.52
198,Karnataka,BELLARY,Arhar/Tur,2018-19,Kharif,13708.00,9168.00,Hectare,274570.52,665.76,0.67
199,Karnataka,BENGALURU URBAN,Arhar/Tur,2018-19,Kharif,461.00,279.00,Hectare,557059.44,1350.72,0.61
200,Karnataka,BIDAR,Arhar/Tur,2018-19,Kharif,77019.00,34828.00,Hectare,720673.38,1747.44,0.45
201,Karnataka,BIJAPUR,Arhar/Tur,2018-19,Kharif,520937.00,167273.00,Hectare,50281.84,121.92,0.32
202,Karnataka,CHAMARAJANAGAR,Arhar/Tur,2018-19,Kharif,962.00,442.00,Hectare,445607.96,1080.48,0.46
203,Karnataka,CHIKBALLAPUR,Arhar/Tur,2018-19,Kharif,4417.00,1229.00,Hectare,714437.64,1732.32,0.28
204,Karnataka,CHIKMAGALUR,Arhar/Tur,2018-19,Kharif,332.00,201.00,Hectare,263385.78,638.64,0.61
205,Karnataka,CHITRADURGA,Arhar/Tur,2018-19,Kharif,4054.00,1806.00,Hectare,480349.94,1164.72,0.45
206,Karnataka,DAKSHIN KANNAD,Arhar/Tur,2018-19,Kharif,1.00,1.00,Hectare,393346.52,953.76,1.00
207,Karnataka,DAVANGERE,Arhar/Tur,2018-19,Kharif,4750.00,4955.00,Hectare,85320.76,206.88,1.04
208,Karnataka,DHARWAD,Arhar/Tur,2018-19,Kharif,628.00,184.00,Hectare,27714.40,67.20,0.29
209,Karnataka,GADAG,Arhar/Tur,2018-19,Kharif,2975.00,791.00,Hectare,222902.96,540.48,0.27
210,Karnataka,GULBARGA,Arhar/Tur,2018-19,Kharif,613760.00,569078.00,Hectare,1088.78,2.64,0.93
211,Karnataka,HASSAN,Arhar/Tur,2018-19,Kharif,1138.00,231.00,Hectare,692.86,1.68,0.20
212,Karnataka,HAVERI,Arhar/Tur,2018-19,Kharif,1463.00,960.00,Hectare,2480933.70,6015.60,0.66
213,Karnataka,KOLAR,Arhar/Tur,2018-19,Kharif,2053.00,876.00,Hectare,116202.52,281.76,0.43
214,Karnataka,KOPPAL,Arhar/Tur,2018-19,Kharif,24740.00,6722.00,Hectare,15723071.98,38124.24,0.27
215,Karnataka,MANDYA,Arhar/Tur,2018-19,Kharif,341.00,221.00,Hectare,516774.58,1253.04,0.65
216,Karnataka,MYSORE,Arhar/Tur,2018-19,Kharif,3767.00,3457.00,Hectare,34911235.80,84650.40,0.92
217,Karnataka,RAICHUR,Arhar/Tur,2018-19,Kharif,102883.00,36261.00,Hectare,7443889.88,18049.44,0.35
218,Karnataka,RAMANAGARA,Arhar/Tur,2018-19,Kharif,1379.00,760.00,Hectare,655742.50,1590.00,0.55
219,Karnataka,SHIMOGA,Arhar/Tur,2018-19,Kharif,23.00,14.00,Hectare,39751060.86,96385.68,0.61
220,Karnataka,TUMKUR,Arhar/Tur,2018-19,Kharif,10507.00,3573.00,Hectare,2321278.96,5628.48,0.34
221,Karnataka,UTTAR KANNAD,Arhar/Tur,2018-19,Kharif,2.00,1.00,Hectare,11723092.22,28425.36,0.50
